U+89D4	j,i,n	g,a,n	k,u,n	,,
U+5914	k,ui,#	kw,ai,#	k,i,#	,,
U+9385	j,ie,#	g,aai,#	,,	,,
U+9A66	sh,ua,ng	s,oe,ng	,,	,,
U+9164	g,u,#	g,u,#	k,o,#	,,
U+6606	k,u,n	gw,a,n	k,o,n	c,o,n
U+54A9	m,ie,#	m,e,#	m,i,#	,,
U+8A20	sh,e,n	c,a,n	,,	,,
U+98BB	y,ao,#	j,iu,#	,,	,,
U+6968	zh,e,n	z,i,ng	c,e,ng	tr,i,nh
U+9E5C	m,u,#	m,ou,#	,,	,,
U+96DB	ch,u,#	c,o,#	ch,wu,#	,,
U+4B19	y,ao,#	z,iu,#	,,	,,
U+7BDB	r,uo,#	j,oe,k	#,ya,k	,,
U+49B4	y,i,#	z,i,k	,,	,,
U+557E	j,iu,#	z,au,#	ch,wu,#	,,
U+6CA7	c,a,ng	c,o,ng	,,	,,
U+3F42	s,a,#	s,a,p	,,	,,
U+976C	j,ia,n	g,i,n	,,	,,
U+58D2	#,ai,#	#,oi,#	,,	,,
U+6D1A	j,ia,ng	g,o,ng	,,	,,
U+80F2	h,ai,#	g,oi,#	,,	,,
U+9E9E	zh,a,ng	z,oe,ng	c,a,ng	,,
U+5E80	p,i,#	p,ei,#	,,	,,
U+7BE2	g,o,ng	l,u,ng	,,	,,
U+9327	g,ua,n	g,u,n	k,wa,n	,,
U+7A9E	d,a,n	d,aa,m	,,	d,o,m
U+9104	j,ua,n	g,yu,n	,,	,,
U+9950	y,i,#	j,i,#	#,uy,#	,,
U+957F	ch,a,ng	c,oe,ng	,,	,,
U+7AEA	sh,u,#	s,yu,#	s,wu,#	,,
U+9649	x,i,ng	z,i,ng	,,	,,
U+4169	zh,i,#	z,i,#	,,	,,
U+4F22	y,a,#	ng,aa,#	,,	,,
U+7422	zh,uo,#	d,oe,k	th,a,k	ch,a,c
U+20C0C	,,	m,u,t	,,	m,a,ch
U+7805	l,i,#	l,ai,#	,,	,,
U+7B45	x,ia,n	s,i,n	s,e,n	,,
U+98EB	y,u,#	j,yu,#	#,e,#	,,
U+3F60	x,ia,#	h,aa,p	,,	,,
U+6A79	l,u,#	l,ou,#	,,	,,
U+5D6F	c,uo,#	c,o,#	ch,a,#	,,
U+413E	r,ou,#	z,u,k	,,	,,
U+6C61	w,u,#	w,u,#	#,o,#	#,ô,#
U+3FDF	b,ai,#	g,au,#	,,	,,
U+405E	sh,e,ng	s,aa,ng	,,	,,
U+4D05	f,e,n	f,a,n	,,	,,
U+3AC1	d,ua,n	d,yu,n	,,	,,
U+34B5	m,ao,#	m,au,#	,,	,,
U+6420	sh,uo,#	s,o,k	,,	,,
U+9DD3	zh,e,#	z,e,#	c,a,#	,,
U+94D5	y,ou,#	j,au,#	,,	,,
U+3A35	j,ia,n	z,i,n	,,	,,
U+5E89	d,u,n	t,yu,n	,,	,,
U+97D9	w,ei,#	w,ai,#	#,wi,#	,,
U+80E1	h,u,#	w,u,#	h,o,#	,,
U+5FDD	t,ia,n	t,i,m	ch,e,m	th,o,m
U+7B77	k,uai,#	f,aai,#	,,	,,
U+5185	n,ei,#	n,oi,#	n,ay,#	n,ôi,#
U+910F	r,u,#	j,u,k	,,	,,
U+9015	j,i,ng	g,aa,ng	k,ye,ng	,,
U+8A0F	x,u,#	h,eoi,#	,,	,,
U+58DF	l,o,ng	l,u,ng	l,o,ng	l,u,ng
U+7FEF	h,e,#	h,o,k	,,	,,
U+274CD	,,	b,a,n	,,	,,
U+7650	g,uai,#	g,ui,#	,,	qu,ă,m
U+7D15	p,i,#	p,ei,#	p,i,#	,,
U+89AA	q,i,n	c,a,n	ch,i,n	th,â,n
U+4033	#,ai,#	l,a,t	,,	,,
U+6EC6	h,e,#	g,aa,k	,,	,,
U+9846	k,e,#	f,o,#	k,wa,#	,,
U+392B	d,e,#	d,aa,k	,,	,,
U+4ECA	j,i,n	g,a,m	k,u,m	k,i,m
U+6DF4	w,a,#	f,a,t	,,	,,
U+9B20	k,uai,#	k,u,t	k,wa,l	x,oay,#
U+7D38	zh,u,#	z,yu,#	,,	,,
U+9D52	y,u,#	j,u,k	,,	c,ô,c
U+7852	x,i,#	s,ai,#	,,	,,
U+835B	r,ao,#	j,iu,#	,,	,,
U+398D	#,e,#	ng,o,k	,,	,,
U+605D	j,ia,#	#,aa,t	k,wa,l	,,
U+789A	b,ei,#	p,ui,#	,,	,,
U+72F7	j,ua,n	g,yu,n	k,ye,n	,,
U+820C	sh,e,#	s,i,t	s,e,l	th,iê,t2
U+6412	b,e,ng	b,o,ng	p,a,ng	,,
U+5230	d,ao,#	d,ou,#	t,o,#	đ,ao,#
U+3637	#,ai,#	ng,ai,#	,,	,,
U+97AF	j,ia,n	z,i,n	,,	,,
U+38C6	m,i,#	n,ei,#	,,	,,
U+6B89	x,u,n	s,eo,n	s,wu,n	t,uâ,n
U+5AFA	x,ia,n	h,aa,n	h,a,n	,,
U+7D96	y,a,n	j,i,n	,,	,,
U+7481	c,o,ng	c,u,ng	,,	,,
U+69D0	h,uai,#	w,aai,#	k,oy,#	h,oe,#
U+4B9D	h,ua,n	w,a,n	,,	,,
U+5AF2	,,	m,aa,#	,,	,,
U+3E58	r,u,#	z,yu,#	,,	,,
U+8899	p,a,#	m,a,k	,,	m,ă,c
U+519C	n,o,ng	n,u,ng	,,	,,
U+4E36	zh,u,#	z,yu,#	c,wu,#	,,
U+5618	x,u,#	h,eoi,#	h,e,#	,,
U+653E	f,a,ng	f,o,ng	p,a,ng	ph,o,ng
U+5B16	b,i,#	p,ei,#	ph,yey,#	b,ê,#
U+9685	y,u,#	j,yu,#	#,wu,#	,,
U+9B91	b,ao,#	b,aau,#	ph,o,#	,,
U+7F2D	l,iao,#	l,iu,#	,,	,,
U+5AE2	g,ui,#	kw,ai,#	k,yu,#	,,
U+91ED	g,a,ng	g,o,ng	k,o,ng	c,o,ng
U+71BE	ch,i,#	c,i,#	ch,i,#	x,e,#
U+7F76	l,iu,#	l,au,#	,,	,,
U+55D1	k,e,#	h,aa,p	h,a,p	,,
U+4AC6	ch,e,ng	d,i,p	,,	,,
U+874E	h,e,#	h,i,t	k,a,l	r,ê,t2
U+21CA2	,,	k,e,#	,,	,,
U+84FC	l,iao,#	l,iu,#	l,yo,#	,,
U+6EA5	p,u,#	p,ou,#	p,wu,#	,,
U+9C35	m,i,n	m,a,n	m,i,n	,,
U+8AA3	w,u,#	m,ou,#	m,wu,#	v,u,#
U+6000	h,uai,#	w,aai,#	,,	,,
U+897F	x,i,#	s,ai,#	s,e,#	t,ây,#
U+4110	q,ua,n	h,yu,n	,,	,,
U+3F11	l,ia,n	l,i,n	,,	,,
U+7BDA	f,ei,#	f,ei,#	,,	,,
U+6BEB	h,ao,#	h,ou,#	h,o,#	h,ao,#
U+5601	q,i,#	c,i,#	ch,u,k	,,
U+66A8	j,i,#	k,ei,#	k,i,#	,,
U+585F	z,a,ng	z,o,ng	,,	,,
U+6867	k,uai,#	k,ui,#	h,oy,#	,,
U+391D	,,	c,u,ng	,,	,,
U+4301	,,	z,aau,#	,,	,,
U+7618	l,ü,#	l,au,#	,,	,,
U+78D4	zh,e,#	z,aa,k	ch,ay,k	k,e,t1
U+44AC	m,o,#	m,o,k	,,	,,
U+7384	x,ua,n	j,yu,n	h,ye,n	h,uyê,n1
U+7FCC	y,i,#	j,i,k	#,i,k	,,
U+8DF5	j,ia,n	c,i,n	ch,e,n	,,
U+9D92	ch,i,#	c,i,k	,,	,,
U+9ABE	g,e,ng	g,a,ng	,,	ng,a,nh
U+372B	m,a,#	m,ei,#	,,	,,
U+8B77	h,u,#	w,u,#	h,o,#	h,ô,#
U+7C2B	x,iao,#	s,iu,#	s,o,#	t,iêu,#
U+8D6A	ch,e,ng	c,i,ng	,,	,,
U+7FB6	sh,a,n	z,i,n	c,e,n	,,
U+4407	ch,u,n	s,eo,n	,,	,,
U+814B	y,i,#	j,a,t	#,ay,k	n,a,ch
U+294E5	,,	ng,o,k	,,	,,
U+6015	p,a,#	p,aa,#	ph,a,#	,,
U+9DA2	y,ua,n	j,yu,n	,,	,,
U+3A3B	c,a,n	c,a,m	,,	,,
U+530A	j,u,#	g,u,k	k,wu,k	,,
U+5981	sh,uo,#	z,oe,k	c,a,k	,,
U+4378	b,o,#	b,o,k	,,	,,
U+3C3C	q,ie,#	h,a,p	,,	,,
U+5768	t,uo,#	t,o,#	#,i,#	,,
U+837C	t,u,#	t,ou,#	,,	d,ưa,#
U+5382	ch,a,ng	#,aa,#	#,e,m	,,
U+8C06	zh,u,n	z,eo,n	,,	,,
U+858D	l,ua,n	l,yu,n	,,	,,
U+65E3	j,i,#	g,ei,#	k,i,#	,,
U+6AC5	j,i,#	z,ai,#	,,	,,
U+5EFB	h,ui,#	w,ui,#	h,oy,#	,,
U+8446	b,ao,#	b,ou,#	p,o,#	,,
U+8DC0	y,ue,#	g,a,t	,,	,,
U+88CA	n,iao,#	n,iu,#	n,yo,#	n,eo,#
U+98A7	q,ua,n	k,yu,n	,,	,,
U+4144	l,i,#	l,ei,#	,,	,,
U+6745	y,u,#	j,yu,#	#,yu,#	v,u,#
U+75D4	zh,i,#	z,i,#	ch,i,#	tr,i,#
U+812F	f,u,#	f,u,#	ph,o,#	,,
U+4B11	w,ei,#	w,aai,#	,,	,,
U+4626	n,i,#	f,ai,#	,,	,,
U+434B	ch,ui,#	c,eoi,#	,,	,,
U+746D	t,a,ng	t,o,ng	t,a,ng	,,
U+96AE	j,i,#	z,ai,#	,,	,,
U+3A18	x,i,ng	s,aa,ng	,,	,,
U+6BD9	b,i,#	b,ai,#	,,	,,
U+751A	sh,e,n	s,a,m	s,i,m	th,â,m
U+9A0D	k,e,#	f,o,#	k,wa,#	,,
U+414D	d,o,ng	t,i,ng	,,	,,
U+5BB8	ch,e,n	s,a,n	s,i,n	,,
U+8963	b,i,#	b,ei,#	,,	,,
U+63C0	j,ia,n	g,aa,n	k,a,n	gi,o,ng
U+3630	,,	z,a,m	,,	,,
U+3CED	x,ia,n	z,i,n	,,	,,
U+428F	,,	s,a,m	,,	,,
U+7441	m,ao,#	m,ou,#	m,o,#	c,ươi,#
U+6433	x,ia,#	h,a,t	,,	,,
U+86F8	sh,ao,#	s,aau,#	s,o,#	,,
U+407D	l,ie,#	l,aa,p	,,	,,
U+4E60	x,i,#	z,aa,p	,,	,,
U+546C	x,i,#	h,ei,#	h,i,#	,,
U+5CA8	j,u,#	z,eoi,#	c,e,#	,,
U+972D	#,ai,#	#,oi,#	,,	,,
U+475F	y,a,#	#,a,t	,,	,,
U+7B33	j,ia,#	g,aa,#	k,a,#	,,
U+7EBF	x,ia,n	s,i,n	,,	,,
U+780F	f,e,n	f,a,n	p,wu,n	,,
U+399A	b,ia,n	b,i,n	,,	,,
U+3A99	k,e,#	f,o,#	,,	,,
U+7362	x,iao,#	h,iu,#	,,	,,
U+58BC	j,i,#	g,i,k	,,	,,
U+437D	l,i,#	l,i,k	,,	,,
U+665E	x,i,#	h,ei,#	h,uy,#	,,
U+6FD2	b,i,n	b,a,n	,,	,,
U+5474	x,u,#	h,eoi,#	k,wu,#	g,âu,#
U+4CBA	g,a,n	g,a,m	,,	,,
U+3DB6	n,o,ng	n,u,ng	,,	,,
U+6EBA	n,i,#	n,i,k	n,i,k	,,
U+824B	m,e,ng	m,aa,ng	,,	m,a,nh
U+37D6	l,o,ng	l,u,ng	,,	,,
U+8848	#,e,r	j,i,#	,,	,,
U+364D	,,	d,o,#	,,	,,
U+86BB	zh,a,#	z,aa,t	,,	,,
U+67D0	m,ou,#	m,au,#	m,o,#	m,ô,#
U+3D40	c,ua,n	z,u,k	,,	,,
U+814F	ch,uo,#	z,yu,t	,,	,,
U+533F	n,i,#	n,i,k	n,i,k	n,ă,c
U+9B85	b,i,#	b,i,t	,,	,,
U+45B3	zh,a,#	c,aa,#	,,	,,
U+9F13	g,u,#	g,u,#	k,o,#	,,
U+9A99	k,ui,#	kw,ai,#	,,	,,
U+9396	s,uo,#	s,o,#	s,way,#	t,oa,#
U+426F	x,ia,n	g,aa,#	,,	,,
U+990D	y,a,n	j,i,m	,,	,,
U+7260	t,uo,#	t,aa,#	,,	,,
U+5085	f,u,#	f,u,#	p,wu,#	ph,o,#
U+28B98	,,	b,a,n	,,	,,
U+8124	sh,e,n	s,a,n	s,i,n	,,
U+56F4	w,ei,#	w,ai,#	,,	,,
U+3A80	y,u,#	z,yu,#	,,	,,
U+5657	p,u,#	p,o,k	,,	,,
U+3875	l,i,ng	l,i,ng	,,	,,
U+5614	#,ou,#	#,au,#	k,wu,#	,,
U+5197	r,o,ng	j,u,ng	#,yo,ng	nh,u,ng
U+3445	z,uo,#	z,o,k	,,	,,
U+5FFD	h,u,#	f,a,t	h,o,l	h,ô,t
U+617A	l,ou,#	l,au,#	l,wu,#	,,
U+8CBF	m,ao,#	m,au,#	m,wu,#	,,
U+69BC	k,e,#	h,a,p	h,a,p	,,
U+54C9	z,ai,#	z,oi,#	c,ay,#	t,ai,#
U+3ABC	k,e,#	h,o,#	,,	,,
U+4B3E	t,i,#	d,aai,#	,,	,,
U+3C42	,,	f,o,ng	,,	,,
U+58A9	d,u,n	d,a,n	t,o,n	đ,ô,n
U+44F1	ch,ai,#	c,aai,#	,,	,,
U+5820	h,ou,#	h,au,#	h,wu,#	,,
U+8F70	h,o,ng	gw,a,ng	,,	,,
U+75D0	h,ui,#	w,ui,#	,,	,,
U+997C	b,i,ng	b,i,ng	,,	,,
U+9006	n,i,#	j,i,k	#,ye,k	ngh,i,ch
U+3C4D	l,ua,n	l,yu,n	,,	,,
U+3548	h,ou,#	#,a,t	,,	,,
U+7F97	q,ia,ng	g,oe,ng	k,a,ng	,,
U+963D	d,ia,n	d,i,m	c,e,m	,,
U+3A30	g,e,#	gw,aa,n	,,	,,
U+3AF5	,,	f,ei,#	,,	,,
U+48F0	j,u,#	g,eoi,#	,,	,,
U+4950	m,ou,#	m,au,#	,,	,,
U+4677	d,e,#	d,aa,k	,,	,,
U+7FAD	y,u,#	j,yu,#	,,	,,
U+5FFC	k,a,ng	h,u,ng	k,a,ng	,,
U+6BBC	k,e,#	h,o,k	k,a,k	n,ôi,#
U+6484	y,i,ng	j,i,ng	,,	,,
U+54E1	y,ua,n	j,yu,n	#,we,n	v,iê,n1
U+6F64	r,u,n	j,eo,n	l,yu,n	nh,uâ,n
U+3C24	k,e,#	k,aa,#	,,	,,
U+6CB8	f,ei,#	f,aa,k	p,i,#	ph,i,#
U+5517	d,ou,#	d,au,#	,,	,,
U+792E	p,ao,#	p,aau,#	,,	,,
U+707E	z,ai,#	z,oi,#	c,ay,#	t,ai,#
U+609F	w,u,#	#,ng,#	#,o,#	,,
U+21ED5	,,	s,eoi,#	,,	,,
U+3E46	,,	f,ai,#	,,	,,
U+8547	d,ia,n	d,i,n	,,	,,
U+50B6	c,ou,#	c,au,#	,,	,,
U+4188	zh,i,#	z,i,#	,,	,,
U+54EB	z,u,#	z,u,k	c,o,k	,,
U+9CB2	k,u,n	gw,a,n	,,	,,
U+76EE	m,u,#	m,u,k	m,o,k	m,u,c
U+3B23	d,ui,#	d,eoi,#	,,	,,
U+4B57	y,i,ng	z,i,ng	,,	,,
U+69C4	t,ao,#	t,ou,#	,,	,,
U+3C32	x,u,#	z,u,k	,,	,,
U+3E3A	,,	s,aa,#	,,	,,
U+5F26	x,ia,n	j,i,n	h,ye,n	,,
U+5440	y,a,#	#,aa,#	h,a,#	nh,a,#
U+8F20	g,uo,#	gw,o,#	,,	,,
U+8C76	f,e,n	f,a,n	,,	,,
U+8599	t,i,#	t,ai,#	ch,i,#	,,
U+5DEB	w,u,#	m,ou,#	m,wu,#	,,
U+4043	,,	b,iu,#	,,	,,
U+41AB	ch,ua,ng	c,oe,ng	,,	,,
U+630E	k,u,#	f,u,#	,,	,,
U+8748	g,uo,#	gw,o,k	,,	,,
U+88D6	zh,e,n	z,a,n	,,	,,
U+8E52	m,a,n	m,u,n	,,	,,
U+4B2C	y,a,ng	z,oe,ng	,,	,,
U+5AD2	#,ai,#	#,oi,#	,,	,,
U+3629	b,i,#	b,ei,#	,,	,,
U+4544	,,	z,i,ng	,,	,,
U+8095	r,e,n	j,a,n	,,	,,
U+8C74	d,i,#	d,i,k	,,	,,
U+4F6F	y,a,ng	j,eoi,#	#,ya,ng	,,
U+25299	,,	z,o,ng	,,	m,o,m
U+360E	h,a,n	h,a,m	,,	,,
U+9F34	y,a,n	j,i,n	#,e,n	,,
U+7FA2	r,o,ng	j,u,ng	,,	,,
U+8CE2	x,ia,n	j,i,n	h,ye,n	h,iê,n1
U+8BDE	d,a,n	d,aa,n	,,	,,
U+3E62	,,	g,aa,#	,,	,,
U+5690	ch,a,ng	s,oe,ng	,,	,,
U+9E10	d,i,#	d,i,k	,,	,,
U+87B2	zh,i,#	d,i,t	,,	,,
U+47DC	n,a,#	n,a,p	,,	,,
U+21180	,,	gw,a,ng	,,	,,
U+80BA	f,ei,#	f,ai,#	ph,yey,#	,,
U+4B9C	sh,a,#	c,a,p	,,	,,
U+78E2	q,ia,ng	c,oe,ng	,,	,,
U+4AF7	#,e,#	ng,o,k	,,	,,
U+6B92	y,u,n	w,a,n	,,	,,
U+5C65	l,ü,#	l,ei,#	l,i,#	,,
U+7BBE	sh,uo,#	s,iu,#	s,o,#	,,
U+4D3B	l,i,#	l,ei,#	,,	,,
U+3CE0	t,a,#	t,aa,t	,,	,,
U+9214	ch,ao,#	c,aau,#	ch,o,#	,,
U+769A	#,ai,#	j,i,#	#,ay,#	,,
U+3C49	y,e,#	z,i,p	,,	,,
U+5611	h,u,#	l,aa,#	h,o,#	,,
U+8F72	k,e,#	#,o,#	,,	,,
U+422A	x,i,#	z,i,k	,,	,,
U+6EE6	l,ua,n	l,yu,n	,,	,,
U+82EB	sh,a,n	s,i,m	c,e,m	ch,ô,m
U+41A6	sh,e,n	s,a,m	,,	,,
U+3D3D	x,ie,#	c,o,#	,,	,,
U+695B	h,u,#	f,u,#	,,	g,ô,#
U+5235	#,e,r	j,i,#	#,i,#	,,
U+63D7	sh,u,n	c,eo,n	,,	,,
U+5F18	h,o,ng	w,a,ng	h,o,ng	,,
U+59FC	ch,i,#	c,i,#	,,	,,
U+9BB8	m,ia,n	m,i,n	,,	,,
U+4716	t,a,n	d,a,m	,,	,,
U+700E	m,o,#	m,u,t	,,	,,
U+9952	r,ao,#	j,iu,#	#,yo,#	nh,iêu,#
U+6920	q,ia,n	c,i,m	,,	,,
U+8ED8	t,u,n	t,yu,n	,,	,,
U+416E	c,a,ng	c,o,ng	,,	,,
U+5FEA	zh,o,ng	s,u,ng	,,	,,
U+535F	b,u,#	b,u,k	k,ey,#	,,
U+489F	y,ou,#	z,aau,#	,,	,,
U+6345	t,o,ng	t,o,ng	,,	th,o,ng
U+3825	l,ü,#	l,eoi,#	,,	,,
U+20FEA	,,	g,aa,#	,,	,,
U+8A52	y,i,#	j,i,#	#,i,#	,,
U+826F	l,ia,ng	l,oe,ng	l,ya,ng	l,ươ,ng
U+69EE	s,e,n	s,a,m	,,	,,
U+3C57	,,	z,aau,#	,,	,,
U+72AC	q,ua,n	h,yu,n	k,ye,n	,,
U+4AFA	h,o,ng	w,a,ng	,,	,,
U+5200	d,ao,#	d,ou,#	t,o,#	đ,ao,#
U+7005	y,i,ng	j,i,ng	h,ye,ng	,,
U+3E7C	ch,u,#	g,u,k	,,	,,
U+6B10	l,i,#	l,ai,#	,,	,,
U+9F95	k,a,n	h,a,m	k,a,m	,,
U+46E1	h,ua,#	w,aa,#	,,	,,
U+5432	sh,e,n	c,a,n	s,i,n	d,ă,n
U+4959	s,ui,#	s,eoi,#	,,	,,
U+5433	w,u,#	#,ng,#	#,o,#	ng,ô,#
U+87A3	t,e,ng	d,a,k	t,u,ng	,,
U+542B	h,a,n	h,a,m	h,a,m	h,a,m
U+83B3	sh,i,#	s,i,#	,,	,,
U+9ABF	p,ia,n	p,i,n	p,ye,n	,,
U+8439	p,ia,n	b,i,n	ph,ye,n	,,
U+4741	l,ao,#	l,ou,#	,,	,,
U+3844	s,u,n	s,eo,n	,,	,,
U+8620	q,ia,ng	c,oe,ng	,,	,,
U+6DAC	x,i,ng	h,a,ng	,,	,,
U+911C	f,u,#	f,u,#	,,	,,
U+6B38	#,ai,#	#,aai,#	#,ay,#	,,
U+4A13	l,ei,#	l,eoi,#	,,	,,
U+81BA	y,i,ng	j,i,ng	#,u,ng	,,
U+4861	x,ie,#	g,ai,#	,,	,,
U+4785	y,i,#	z,i,#	,,	,,
U+8F9A	l,i,n	l,eo,n	,,	,,
U+6A3F	zh,a,n	s,i,n	,,	,,
U+77E3	y,i,#	j,i,#	#,uy,#	h,i,#
U+4E0B	x,ia,#	h,aa,#	h,a,#	h,a,#
U+26102	d,ai,#	d,aai,#	,,	d,ai,#
U+7DCE	y,u,#	w,i,k	,,	,,
U+9B19	s,e,ng	z,a,ng	s,u,ng	,,
U+4B69	m,i,#	m,o,#	,,	,,
U+4A2B	m,ai,#	m,aa,k	,,	,,
U+4661	h,ui,#	k,ui,#	,,	,,
U+6ABB	j,ia,n	h,aa,m	h,a,m	,,
U+3C92	b,ao,#	b,ou,#	,,	,,
U+3C65	l,i,ng	l,i,ng	,,	,,
U+8EF6	#,e,#	#,aa,k	,,	,,
U+62D1	q,ia,n	k,i,m	k,ye,m	k,iê,m
U+44AD	d,e,ng	d,a,ng	,,	,,
U+7F9B	y,i,#	h,ei,#	,,	,,
U+8D8C	j,ie,#	g,a,t	,,	,,
U+64CF	j,i,ng	g,e,ng	,,	,,
U+8136	g,ua,#	l,o,#	,,	,,
U+6DC0	d,ia,n	d,i,n	c,e,ng	,,
U+74E4	r,a,ng	n,o,ng	,,	,,
U+355F	k,ui,#	w,ai,#	,,	,,
U+7E86	m,o,#	m,a,k	,,	,,
U+94F5	#,a,n	#,o,n	,,	,,
U+6F4B	l,ia,n	l,i,m	,,	,,
U+4108	d,ou,#	c,oe,ng	,,	,,
U+62CE	l,i,ng	l,i,ng	,,	,,
U+6653	x,iao,#	h,iu,#	,,	,,
U+88BD	r,u,#	j,yu,#	,,	,,
U+4F59	y,u,#	j,yu,#	#,ye,#	d,ư,#
U+5E66	m,i,#	m,i,k	,,	,,
U+99F0	y,i,n	j,a,n	,,	,,
U+5486	p,ao,#	p,aau,#	ph,o,#	b,au,#
U+3477	t,ai,#	t,aai,#	,,	,,
U+67A8	ch,e,ng	c,aa,m	,,	,,
